YEAR,PERIODE,AIRCRAFT TYPE,FLIGHT NUMBER_CITYPAIR,SERVICE TYPE,SUB-SERVICE,ROUNDTRIPROUTE,FLIGHT ROUTE,AC REG,DATE,PASSENGER REVENUE GROSS,EXCESS BAGGAGE REVENUE,PASSENGER REVENUE DISCOUNT,PASSENGER REVENUE NETT,FREIGHT REVENUE GROSS,FREIGHT REVENUE DISCOUNT,FREIGHT REVENUE NETT,MAIL REVENUE,OTHER REVENUE,NETT REVENUES,COSTS :,DIRECT COSTS :,DIRECT TRAFFIC COSTS :,PASSENGER COMMISSION,FREIGHT COMMISSION,CREDIT CARD COMMISSION,CATERING,ON BOARD SERVICE,RESERVATION,TOTAL DIRECT TRAFFIC COSTS,DIRECT FLIGHT COSTS :,FUEL AIRCRAFT,LANDING,HANDLING,AIR TRAFFIC CONTROL,COCKPIT CREW TRAVEL,CABIN CREW TRAVEL,VARIABLE MAINTENANCE,TOTAL DIRECT FLIGHT COSTS,TOTAL DIRECT COSTS,CONTRIBUTION MARGIN 1,INDIRECT COSTS :,COCKPIT CREW PERSON,CABIN CREW PERSON,AIRCRAFT MAINTENANCE,TOTAL INDIRECT COSTS,TOTAL DIRECT AND INDIRECT COSTS,CONTRIBUTION MARGIN 2,DEPRECIATION AIRCRAFT,LEASE AIRCRAFT,INSURANCE,MAINTENANCE RESERVE,TOTAL FLEET COST,"TOTAL DIRECT,INDIRECT,FLEET COSTS",CONTRIBUTION MARGIN 3,STATION,SALES ORGANIZATION,MARKETING,ADMINISTRATION BO,TOTAL OVERHEAD COST BO,TOTAL BO COSTS,ROUTE RESULT PERFORMANCE BO,ADMINISTRATION HO,TOTAL COSTS,ROUTE RESULT 1,ADJUSTMENT,ROUTE RESULT 2,FLIGHT ROUTES,NUMBER OF LANDING,BLOCK HOURS,FLIGHT HOURS,FLIGHT KILOMETERS,ATK (000),FUEL BURN (IN LITER),SEAT OFFERED,PASSENGER CARRIED,ASK (000),RPK (000),SLF (%),FREIGHT CARRIED,MAIL CARRIED,CARGO CARRIED,RTK FREIGHT (000),RTK MAIL (000),RTK CARGO (000),RTK PASSENGER (000),RTK (000),ATK CARGO (000),ATK CARGO GF (000),ATK FREIGHT GF (000),ATK MAIL GF (000),ATK PASSENGER (000),CLF (%),CLF-GF (%),LOAD FACTOR (%),BREAK EVEN LF (%),BREAK EVEN SLF-RR1 (%),NETT REVENUE/ATK (USC),NETT REVENUE/ASK (USC),PAX YIELD (USC),FREIGHT YIELD (USC),MAIL YIELD (USC),CARGO YIELD (USC),COST/ASK RR 1 (USC),COST/ASK EXCFUEL-RR1,COST PER RPK (USC),COST PER ATK (USC),COST/BLOCKHOURS,MARGIN/ASK RR 1(USC),AVERAGE FUEL PRICE,PROFIT MARGIN (%),COST COVERAGE (%),AVERAGE STAGE LENGTH,PASSENGER REVENUE GROSS F CLASS,PASSENGER REVENUE GROSS C CLASS,PASSENGER REVENUE GROSS Y CLASS,PASSENGER REVENUE DISCOUNT F CLASS,PASSENGER REVENUE DISCOUNT C CLASS,PASSENGER REVENUE DISCOUNT Y CLASS,PASSENGER REVENUE NETT F CLASS,PASSENGER REVENUE NETT C CLASS,PASSENGER REVENUE NETT Y CLASS,PASSENGER REVENUE NETT (EXCLUDE EBT) F CLASS,PASSENGER REVENUE NETT (EXCLUDE EBT) C CLASS,PASSENGER REVENUE NETT (EXCLUDE EBT) Y CLASS,SEAT OFFERED F CLASS,SEAT OFFERED C CLASS,SEAT OFFERED Y CLASS,PASSENGER CARRIED F CLASS,PASSENGER CARRIED C CLASS,PASSENGER CARRIED Y CLASS,ASK (000) F CLASS,ASK (000) C CLASS,ASK (000) Y CLASS,RPK (000) F CLASS,RPK (000) C CLASS,RPK (000) Y CLASS,OTHER REVENUE PASSENGER,OTHER REVENUE FREIGHT,QUARTER,STATUS,AIRCRAFT TYPE GROUPING,FLIGHT TYPE,GA Service,Region
2024,OCT,AC738,GA0537.BDJ-CGK.[BDJ-CGK],DOM,DOM_2 (JKT),CGK-BDJ-CGK,BDJ-CGK,PKGNG,21102024,10742.560854353222,31.888831899746602,4.894944933299893,10769.55474131967,308.58,0,308.58,0.0,721.161634277987,11799.296375597656,,,,342.0679379901016,12.116472675400466,32.23104262350453,446.50064516129027,13.99410535661438,474.5105487349246,1321.4207525418358,,3902.554654575884,47.66720833333333,396.39016666666663,298.54841666666664,149.49980052303943,219.48005424528304,1239.1542914901813,6253.294592501054,7574.71534504289,4224.581030554767,,584.5397196605059,223.32262500000007,28.783065075086643,836.6454097355925,8411.360754778481,3387.935620819174,834.4454766500246,1501.4283458153157,37.46579957513242,1312.8779790969672,3686.2176011374395,12097.57835591592,-298.2819803182656,154.73705775143785,21.341356389803327,18.970024782513462,40.10622021046455,235.1546591342192,12332.73301505014,-533.4366394524848,681.4191315158488,13014.15214656599,-1214.8557709683337,-567.5039216007491,-647.3518493675846,1.0,1,1.85,1.4666666666666666,947.0,18.04033333333334,5063.0,162,107,153.41400000000007,101.329,66.04938271604934,304.5,0.0,304.5,0.2853470433639947,0.003014323258869908,0.28836136662286466,9.828926901450131,10.138927538812803,2.023651248357424,1.758208758050892,1.758204073587385,1.758204073587385,14.87754166666666,14.249558408689467,16.400860552107314,56.201442354055544,,,,,,,,,,,,,,,,,,,0.0,2163.727936517449,8531.21296571477,0.0,0.0030320095181328734,4.89191292378176,0.0,2163.599199830468,8555.927579555753,0.0,2163.7232851354584,8526.747852461327,0,12,150,0,9,98,0.0,11.363999999999999,142.04999999999995,0.0,8.523,92.806,601.0572835496885,120.10435072829854,Q4,ACTUAL,B738NG,PAX & CARGO,IBB,DOM_WEST
