AC REG,PERIODE,AIRCRAFT TYPE,SERVICE TYPE,ROUNDTRIPROUTE,FLIGHT ROUTE
PKGUD,JAN,AC73G,DOM,CGK-PDG-CGK,PDG-CGK
PKGFJ,JAN,AC738,DOM,CGK-PDG-CGK,PDG-CGK
PKGNH,JAN,AC738,DOM,CGK-PDG-CGK,PDG-CGK
PKGFM,JAN,AC738,DOM,CGK-PDG-CGK,PDG-CGK
PKGMU,JAN,AC738,DOM,CGK-PDG-CGK,PDG-CGK
PKGFW,JAN,AC738,DOM,CGK-PDG-CGK,PDG-CGK
PKGMW,JAN,AC738,DOM,CGK-PDG-CGK,PDG-CGK
PKGNH,JAN,AC738,DOM,CGK-PKU-CGK,CGK-PKU
PKGFS,JAN,AC738,DOM,CGK-PKU-CGK,CGK-PKU
PKGFF,JAN,AC738,DOM,CGK-PKU-CGK,CGK-PKU
PKGFH,JAN,AC738,DOM,CGK-PKU-CGK,CGK-PKU
PKGUC,JAN,AC738,DOM,CGK-PKU-CGK,CGK-PKU
PKGUD,JAN,AC73G,DOM,CGK-PKU-CGK,CGK-PKU
PKGFP,JAN,AC738,DOM,CGK-PKU-CGK,CGK-PKU
PKGMY,JAN,AC738,DOM,CGK-PKU-CGK,CGK-PKU
PKGMW,JAN,AC738,DOM,CGK-PKU-CGK,CGK-PKU
PKGNN,JAN,AC738,DOM,CGK-PKU-CGK,CGK-PKU
PKGFX,JAN,AC738,DOM,CGK-PKU-CGK,CGK-PKU
PKGUE,JAN,AC73G,DOM,CGK-PKU-CGK,CGK-PKU
PKGMI,JAN,AC738,DOM,CGK-PKU-CGK,CGK-PKU
PKGFU,JAN,AC738,DOM,CGK-PKU-CGK,CGK-PKU
PKGNA,JAN,AC738,DOM,CGK-PKU-CGK,CGK-PKU
PKGFI,JAN,AC738,DOM,CGK-PKU-CGK,CGK-PKU
PKGNF,JAN,AC738,DOM,CGK-PKU-CGK,CGK-PKU
PKGMC,JAN,AC738,DOM,CGK-PKU-CGK,CGK-PKU
PKGNH,JAN,AC738,DOM,CGK-PKU-CGK,PKU-CGK
PKGFS,JAN,AC738,DOM,CGK-PKU-CGK,PKU-CGK
PKGFF,JAN,AC738,DOM,CGK-PKU-CGK,PKU-CGK
PKGFH,JAN,AC738,DOM,CGK-PKU-CGK,PKU-CGK
PKGUC,JAN,AC738,DOM,CGK-PKU-CGK,PKU-CGK
PKGUD,JAN,AC73G,DOM,CGK-PKU-CGK,PKU-CGK
PKGFP,JAN,AC738,DOM,CGK-PKU-CGK,PKU-CGK
PKGMY,JAN,AC738,DOM,CGK-PKU-CGK,PKU-CGK
PKGMW,JAN,AC738,DOM,CGK-PKU-CGK,PKU-CGK
PKGNN,JAN,AC738,DOM,CGK-PKU-CGK,PKU-CGK
PKGFX,JAN,AC738,DOM,CGK-PKU-CGK,PKU-CGK
PKGUE,JAN,AC73G,DOM,CGK-PKU-CGK,PKU-CGK
PKGMI,JAN,AC738,DOM,CGK-PKU-CGK,PKU-CGK
PKGFU,JAN,AC738,DOM,CGK-PKU-CGK,PKU-CGK
PKGNA,JAN,AC738,DOM,CGK-PKU-CGK,PKU-CGK
PKGFI,JAN,AC738,DOM,CGK-PKU-CGK,PKU-CGK
PKGNF,JAN,AC738,DOM,CGK-PKU-CGK,PKU-CGK
PKGMC,JAN,AC738,DOM,CGK-PKU-CGK,PKU-CGK
PKGMD,JAN,AC738,DOM,CGK-PKU-CGK,CGK-PKU
PKGMX,JAN,AC738,DOM,CGK-PKU-CGK,CGK-PKU
PKGMF,JAN,AC738,DOM,CGK-PKU-CGK,CGK-PKU
PKGFW,JAN,AC738,DOM,CGK-PKU-CGK,CGK-PKU
PKGFJ,JAN,AC738,DOM,CGK-PKU-CGK,CGK-PKU
PKGFQ,JAN,AC738,DOM,CGK-PKU-CGK,CGK-PKU
PKGNQ,JAN,AC738,DOM,CGK-PKU-CGK,CGK-PKU
PKGMA,JAN,AC738,DOM,CGK-PKU-CGK,CGK-PKU
PKGFD,JAN,AC738,DOM,CGK-PKU-CGK,CGK-PKU
PKGMP,JAN,AC738,DOM,CGK-PKU-CGK,CGK-PKU
PKGFM,JAN,AC738,DOM,CGK-PKU-CGK,CGK-PKU
PKGNE,JAN,AC738,DOM,CGK-PKU-CGK,CGK-PKU
PKGMD,JAN,AC738,DOM,CGK-PKU-CGK,PKU-CGK
PKGMX,JAN,AC738,DOM,CGK-PKU-CGK,PKU-CGK
PKGMF,JAN,AC738,DOM,CGK-PKU-CGK,PKU-CGK
PKGFW,JAN,AC738,DOM,CGK-PKU-CGK,PKU-CGK
PKGFJ,JAN,AC738,DOM,CGK-PKU-CGK,PKU-CGK
PKGFQ,JAN,AC738,DOM,CGK-PKU-CGK,PKU-CGK
PKGNQ,JAN,AC738,DOM,CGK-PKU-CGK,PKU-CGK
PKGMA,JAN,AC738,DOM,CGK-PKU-CGK,PKU-CGK
PKGFD,JAN,AC738,DOM,CGK-PKU-CGK,PKU-CGK
PKGMP,JAN,AC738,DOM,CGK-PKU-CGK,PKU-CGK
PKGFM,JAN,AC738,DOM,CGK-PKU-CGK,PKU-CGK
PKGNE,JAN,AC738,DOM,CGK-PKU-CGK,PKU-CGK
PKGFJ,JAN,AC738,DOM,CGK-MES-CGK,CGK-MES
PKGPZ,JAN,AC334,DOM,CGK-MES-CGK,CGK-MES
PKGPE,JAN,AC33R,DOM,CGK-MES-CGK,CGK-MES
PKGHC,JAN,AC334,DOM,CGK-MES-CGK,CGK-MES
PKGNF,JAN,AC738,DOM,CGK-MES-CGK,CGK-MES
PKGHA,JAN,AC334,DOM,CGK-MES-CGK,CGK-MES
PKGPM,JAN,AC32E,DOM,CGK-MES-CGK,CGK-MES
PKGFW,JAN,AC738,DOM,CGK-MES-CGK,CGK-MES
PKGHG,JAN,AC339,DOM,CGK-MES-CGK,CGK-MES
PKGPY,JAN,AC330,DOM,CGK-MES-CGK,CGK-MES
PKGPT,JAN,AC330,DOM,CGK-MES-CGK,CGK-MES
PKGFQ,JAN,AC738,DOM,CGK-MES-CGK,CGK-MES
PKGFG,JAN,AC738,DOM,CGK-MES-CGK,CGK-MES
PKGFS,JAN,AC738,DOM,CGK-MES-CGK,MES-CGK
PKGFQ,JAN,AC738,DOM,CGK-MES-CGK,MES-CGK
PKGFJ,JAN,AC738,DOM,CGK-MES-CGK,MES-CGK
PKGMD,JAN,AC738,DOM,CGK-MES-CGK,MES-CGK
PKGNQ,JAN,AC738,DOM,CGK-MES-CGK,MES-CGK
PKGNF,JAN,AC738,DOM,CGK-MES-CGK,MES-CGK
PKGFW,JAN,AC738,DOM,CGK-MES-CGK,MES-CGK
PKGPZ,JAN,AC334,DOM,CGK-MES-CGK,MES-CGK
PKGPE,JAN,AC33R,DOM,CGK-MES-CGK,MES-CGK
PKGHC,JAN,AC334,DOM,CGK-MES-CGK,MES-CGK
PKGHA,JAN,AC334,DOM,CGK-MES-CGK,MES-CGK
PKGPM,JAN,AC32E,DOM,CGK-MES-CGK,MES-CGK
PKGHG,JAN,AC339,DOM,CGK-MES-CGK,MES-CGK
PKGPY,JAN,AC330,DOM,CGK-MES-CGK,MES-CGK
PKGPT,JAN,AC330,DOM,CGK-MES-CGK,MES-CGK
PKGFG,JAN,AC738,DOM,CGK-MES-CGK,MES-CGK
PKGFS,JAN,AC738,DOM,CGK-MES-CGK,CGK-MES
PKGMY,JAN,AC738,DOM,CGK-MES-CGK,CGK-MES
PKGNC,JAN,AC738,DOM,CGK-MES-CGK,CGK-MES
PKGMY,JAN,AC738,DOM,CGK-MES-CGK,MES-CGK
PKGNC,JAN,AC738,DOM,CGK-MES-CGK,MES-CGK
PKGMM,JAN,AC738,DOM,CGK-YIA-CGK,CGK-YIA
PKGUC,JAN,AC738,DOM,CGK-YIA-CGK,CGK-YIA
PKGUD,JAN,AC73G,DOM,CGK-YIA-CGK,CGK-YIA
PKGFH,JAN,AC738,DOM,CGK-YIA-CGK,CGK-YIA
PKGFQ,JAN,AC738,DOM,CGK-YIA-CGK,CGK-YIA
PKGNH,JAN,AC738,DOM,CGK-YIA-CGK,CGK-YIA
PKGFJ,JAN,AC738,DOM,CGK-YIA-CGK,CGK-YIA
PKGFS,JAN,AC738,DOM,CGK-YIA-CGK,CGK-YIA
PKGUE,JAN,AC73G,DOM,CGK-YIA-CGK,CGK-YIA
PKGMX,JAN,AC738,DOM,CGK-YIA-CGK,CGK-YIA
PKGMV,JAN,AC738,DOM,CGK-YIA-CGK,CGK-YIA
PKGFP,JAN,AC738,DOM,CGK-YIA-CGK,CGK-YIA
PKGMA,JAN,AC738,DOM,CGK-YIA-CGK,CGK-YIA
PKGNN,JAN,AC738,DOM,CGK-YIA-CGK,CGK-YIA
PKGFM,JAN,AC738,DOM,CGK-YIA-CGK,CGK-YIA
PKGNR,JAN,AC738,DOM,CGK-YIA-CGK,CGK-YIA
PKGMM,JAN,AC738,DOM,CGK-YIA-CGK,YIA-CGK
PKGUC,JAN,AC738,DOM,CGK-YIA-CGK,YIA-CGK
PKGUD,JAN,AC73G,DOM,CGK-YIA-CGK,YIA-CGK
PKGFH,JAN,AC738,DOM,CGK-YIA-CGK,YIA-CGK
PKGFQ,JAN,AC738,DOM,CGK-YIA-CGK,YIA-CGK
PKGNH,JAN,AC738,DOM,CGK-YIA-CGK,YIA-CGK
PKGFJ,JAN,AC738,DOM,CGK-YIA-CGK,YIA-CGK
PKGFS,JAN,AC738,DOM,CGK-YIA-CGK,YIA-CGK
PKGUE,JAN,AC73G,DOM,CGK-YIA-CGK,YIA-CGK
PKGMX,JAN,AC738,DOM,CGK-YIA-CGK,YIA-CGK
PKGMV,JAN,AC738,DOM,CGK-YIA-CGK,YIA-CGK
PKGFP,JAN,AC738,DOM,CGK-YIA-CGK,YIA-CGK
PKGMA,JAN,AC738,DOM,CGK-YIA-CGK,YIA-CGK
PKGNN,JAN,AC738,DOM,CGK-YIA-CGK,YIA-CGK
PKGFM,JAN,AC738,DOM,CGK-YIA-CGK,YIA-CGK
PKGNR,JAN,AC738,DOM,CGK-YIA-CGK,YIA-CGK
PKGNF,JAN,AC738,DOM,CGK-YIA-CGK,CGK-YIA
PKGPE,JAN,AC33R,DOM,CGK-YIA-CGK,CGK-YIA
PKGFI,JAN,AC738,DOM,CGK-YIA-CGK,CGK-YIA
PKGFU,JAN,AC738,DOM,CGK-YIA-CGK,CGK-YIA
PKGNQ,JAN,AC738,DOM,CGK-YIA-CGK,CGK-YIA
PKGNG,JAN,AC738,DOM,CGK-YIA-CGK,CGK-YIA
PKGMY,JAN,AC738,DOM,CGK-YIA-CGK,CGK-YIA
PKGFW,JAN,AC738,DOM,CGK-YIA-CGK,CGK-YIA
PKGMF,JAN,AC738,DOM,CGK-YIA-CGK,CGK-YIA
PKGNE,JAN,AC738,DOM,CGK-YIA-CGK,CGK-YIA
PKGFF,JAN,AC738,DOM,CGK-YIA-CGK,CGK-YIA
PKGNF,JAN,AC738,DOM,CGK-YIA-CGK,YIA-CGK
PKGPE,JAN,AC33R,DOM,CGK-YIA-CGK,YIA-CGK
PKGFI,JAN,AC738,DOM,CGK-YIA-CGK,YIA-CGK
PKGFU,JAN,AC738,DOM,CGK-YIA-CGK,YIA-CGK
PKGNQ,JAN,AC738,DOM,CGK-YIA-CGK,YIA-CGK
PKGNG,JAN,AC738,DOM,CGK-YIA-CGK,YIA-CGK
PKGMY,JAN,AC738,DOM,CGK-YIA-CGK,YIA-CGK
PKGFW,JAN,AC738,DOM,CGK-YIA-CGK,YIA-CGK
PKGMF,JAN,AC738,DOM,CGK-YIA-CGK,YIA-CGK
PKGNE,JAN,AC738,DOM,CGK-YIA-CGK,YIA-CGK
PKGFF,JAN,AC738,DOM,CGK-YIA-CGK,YIA-CGK
PKGFV,JAN,AC738,DOM,CGK-YIA-CGK,CGK-YIA
PKGPV,JAN,AC330,DOM,CGK-YIA-CGK,CGK-YIA
PKGNC,JAN,AC738,DOM,CGK-YIA-CGK,CGK-YIA
PKGFG,JAN,AC738,DOM,CGK-YIA-CGK,CGK-YIA
PKGFD,JAN,AC738,DOM,CGK-YIA-CGK,CGK-YIA
PKGPM,JAN,AC32E,DOM,CGK-YIA-CGK,CGK-YIA
PKGFV,JAN,AC738,DOM,CGK-YIA-CGK,YIA-CGK
PKGPV,JAN,AC330,DOM,CGK-YIA-CGK,YIA-CGK
PKGNC,JAN,AC738,DOM,CGK-YIA-CGK,YIA-CGK
PKGFG,JAN,AC738,DOM,CGK-YIA-CGK,YIA-CGK
PKGFD,JAN,AC738,DOM,CGK-YIA-CGK,YIA-CGK
PKGPM,JAN,AC32E,DOM,CGK-YIA-CGK,YIA-CGK
PKGFJ,JAN,AC738,DOM,CGK-SOC-CGK,SOC-CGK
PKGFH,JAN,AC738,DOM,CGK-SOC-CGK,SOC-CGK
PKGMY,JAN,AC738,DOM,CGK-SOC-CGK,SOC-CGK
PKGNQ,JAN,AC738,DOM,CGK-SOC-CGK,SOC-CGK
PKGFF,JAN,AC738,DOM,CGK-SOC-CGK,SOC-CGK
PKGFI,JAN,AC738,DOM,CGK-SOC-CGK,SOC-CGK
PKGNH,JAN,AC738,DOM,CGK-SOC-CGK,SOC-CGK
PKGNF,JAN,AC738,DOM,CGK-SOC-CGK,SOC-CGK
PKGUD,JAN,AC73G,DOM,CGK-SOC-CGK,SOC-CGK
PKGNN,JAN,AC738,DOM,CGK-SOC-CGK,SOC-CGK
PKGMF,JAN,AC738,DOM,CGK-SOC-CGK,SOC-CGK
PKGMM,JAN,AC738,DOM,CGK-SOC-CGK,SOC-CGK
PKGNG,JAN,AC738,DOM,CGK-SOC-CGK,SOC-CGK
PKGPE,JAN,AC33R,DOM,CGK-SOC-CGK,SOC-CGK
PKGFV,JAN,AC738,DOM,CGK-SOC-CGK,SOC-CGK
PKGMU,JAN,AC738,DOM,CGK-SOC-CGK,SOC-CGK
PKGMA,JAN,AC738,DOM,CGK-SOC-CGK,SOC-CGK
PKGMI,JAN,AC738,DOM,CGK-SOC-CGK,SOC-CGK
PKGFG,JAN,AC738,DOM,CGK-SOC-CGK,SOC-CGK
PKGUC,JAN,AC738,DOM,CGK-SOC-CGK,SOC-CGK
PKGMX,JAN,AC738,DOM,CGK-SOC-CGK,SOC-CGK
PKGNN,JAN,AC738,DOM,CGK-SOC-CGK,CGK-SOC
PKGNG,JAN,AC738,DOM,CGK-SOC-CGK,CGK-SOC
PKGMV,JAN,AC738,DOM,CGK-SOC-CGK,CGK-SOC
PKGUD,JAN,AC73G,DOM,CGK-SOC-CGK,CGK-SOC
PKGFM,JAN,AC738,DOM,CGK-SOC-CGK,CGK-SOC
PKGMW,JAN,AC738,DOM,CGK-SOC-CGK,CGK-SOC
PKGFX,JAN,AC738,DOM,CGK-SOC-CGK,CGK-SOC
PKGFU,JAN,AC738,DOM,CGK-SOC-CGK,CGK-SOC
PKGMF,JAN,AC738,DOM,CGK-SOC-CGK,CGK-SOC
PKGFH,JAN,AC738,DOM,CGK-SOC-CGK,CGK-SOC
PKGMD,JAN,AC738,DOM,CGK-SOC-CGK,CGK-SOC
PKGUE,JAN,AC73G,DOM,CGK-SOC-CGK,CGK-SOC
PKGMI,JAN,AC738,DOM,CGK-SOC-CGK,CGK-SOC
PKGFQ,JAN,AC738,DOM,CGK-SOC-CGK,CGK-SOC
PKGNF,JAN,AC738,DOM,CGK-SOC-CGK,CGK-SOC
PKGFP,JAN,AC738,DOM,CGK-SOC-CGK,CGK-SOC
PKGMV,JAN,AC738,DOM,CGK-SOC-CGK,SOC-CGK
PKGFM,JAN,AC738,DOM,CGK-SOC-CGK,SOC-CGK
PKGMW,JAN,AC738,DOM,CGK-SOC-CGK,SOC-CGK
PKGFX,JAN,AC738,DOM,CGK-SOC-CGK,SOC-CGK
PKGFU,JAN,AC738,DOM,CGK-SOC-CGK,SOC-CGK
PKGMD,JAN,AC738,DOM,CGK-SOC-CGK,SOC-CGK
PKGUE,JAN,AC73G,DOM,CGK-SOC-CGK,SOC-CGK
PKGFQ,JAN,AC738,DOM,CGK-SOC-CGK,SOC-CGK
PKGFP,JAN,AC738,DOM,CGK-SOC-CGK,SOC-CGK
PKGFJ,JAN,AC738,DOM,CGK-SOC-CGK,CGK-SOC
PKGMY,JAN,AC738,DOM,CGK-SOC-CGK,CGK-SOC
PKGNQ,JAN,AC738,DOM,CGK-SOC-CGK,CGK-SOC
PKGFF,JAN,AC738,DOM,CGK-SOC-CGK,CGK-SOC
PKGFI,JAN,AC738,DOM,CGK-SOC-CGK,CGK-SOC
PKGNH,JAN,AC738,DOM,CGK-SOC-CGK,CGK-SOC
PKGMM,JAN,AC738,DOM,CGK-SOC-CGK,CGK-SOC
PKGPE,JAN,AC33R,DOM,CGK-SOC-CGK,CGK-SOC
PKGFV,JAN,AC738,DOM,CGK-SOC-CGK,CGK-SOC
PKGMU,JAN,AC738,DOM,CGK-SOC-CGK,CGK-SOC
PKGMA,JAN,AC738,DOM,CGK-SOC-CGK,CGK-SOC
PKGFG,JAN,AC738,DOM,CGK-SOC-CGK,CGK-SOC
PKGUC,JAN,AC738,DOM,CGK-SOC-CGK,CGK-SOC
PKGMX,JAN,AC738,DOM,CGK-SOC-CGK,CGK-SOC
PKGFH,JAN,AC738,DOM,CGK-SRG-CGK,CGK-SRG
PKGNA,JAN,AC738,DOM,CGK-SRG-CGK,CGK-SRG
PKGUC,JAN,AC738,DOM,CGK-SRG-CGK,CGK-SRG
PKGMY,JAN,AC738,DOM,CGK-SRG-CGK,CGK-SRG
PKGUE,JAN,AC73G,DOM,CGK-SRG-CGK,CGK-SRG
PKGFM,JAN,AC738,DOM,CGK-SRG-CGK,CGK-SRG
PKGUD,JAN,AC73G,DOM,CGK-SRG-CGK,CGK-SRG
PKGMD,JAN,AC738,DOM,CGK-SRG-CGK,CGK-SRG
PKGFG,JAN,AC738,DOM,CGK-SRG-CGK,CGK-SRG
PKGMA,JAN,AC738,DOM,CGK-SRG-CGK,CGK-SRG
PKGFV,JAN,AC738,DOM,CGK-SRG-CGK,CGK-SRG
PKGFP,JAN,AC738,DOM,CGK-SRG-CGK,CGK-SRG
PKGNG,JAN,AC738,DOM,CGK-SRG-CGK,CGK-SRG
PKGMV,JAN,AC738,DOM,CGK-SRG-CGK,CGK-SRG
PKGFH,JAN,AC738,DOM,CGK-SRG-CGK,SRG-CGK
PKGNA,JAN,AC738,DOM,CGK-SRG-CGK,SRG-CGK
PKGUC,JAN,AC738,DOM,CGK-SRG-CGK,SRG-CGK
PKGMY,JAN,AC738,DOM,CGK-SRG-CGK,SRG-CGK
PKGUE,JAN,AC73G,DOM,CGK-SRG-CGK,SRG-CGK
PKGFM,JAN,AC738,DOM,CGK-SRG-CGK,SRG-CGK
PKGMW,JAN,AC738,DOM,CGK-SRG-CGK,SRG-CGK
PKGMD,JAN,AC738,DOM,CGK-SRG-CGK,SRG-CGK
PKGFG,JAN,AC738,DOM,CGK-SRG-CGK,SRG-CGK
PKGUD,JAN,AC73G,DOM,CGK-SRG-CGK,SRG-CGK
PKGMA,JAN,AC738,DOM,CGK-SRG-CGK,SRG-CGK
PKGNR,JAN,AC738,DOM,CGK-SRG-CGK,SRG-CGK
PKGFP,JAN,AC738,DOM,CGK-SRG-CGK,SRG-CGK
PKGNG,JAN,AC738,DOM,CGK-SRG-CGK,SRG-CGK
PKGMV,JAN,AC738,DOM,CGK-SRG-CGK,SRG-CGK
PKGNH,JAN,AC738,DOM,CGK-SRG-CGK,CGK-SRG
PKGMW,JAN,AC738,DOM,CGK-SRG-CGK,CGK-SRG
PKGMC,JAN,AC738,DOM,CGK-SRG-CGK,CGK-SRG
PKGNR,JAN,AC738,DOM,CGK-SRG-CGK,CGK-SRG
PKGFQ,JAN,AC738,DOM,CGK-SRG-CGK,CGK-SRG
PKGNQ,JAN,AC738,DOM,CGK-SRG-CGK,CGK-SRG
PKGNH,JAN,AC738,DOM,CGK-SRG-CGK,SRG-CGK
PKGMC,JAN,AC738,DOM,CGK-SRG-CGK,SRG-CGK
PKGFQ,JAN,AC738,DOM,CGK-SRG-CGK,SRG-CGK
PKGNQ,JAN,AC738,DOM,CGK-SRG-CGK,SRG-CGK
PKGNG,JAN,AC738,DOM,YIA-DPS-YIA,YIA-DPS
PKGFD,JAN,AC738,DOM,YIA-DPS-YIA,YIA-DPS
PKGMD,JAN,AC738,DOM,YIA-DPS-YIA,YIA-DPS
PKGMI,JAN,AC738,DOM,YIA-DPS-YIA,YIA-DPS
PKGFV,JAN,AC738,DOM,YIA-DPS-YIA,YIA-DPS
PKGFQ,JAN,AC738,DOM,YIA-DPS-YIA,YIA-DPS
PKGFI,JAN,AC738,DOM,YIA-DPS-YIA,YIA-DPS
PKGFW,JAN,AC738,DOM,YIA-DPS-YIA,YIA-DPS
PKGMA,JAN,AC738,DOM,YIA-DPS-YIA,YIA-DPS
PKGMV,JAN,AC738,DOM,YIA-DPS-YIA,YIA-DPS
PKGFF,JAN,AC738,DOM,YIA-DPS-YIA,YIA-DPS
PKGNA,JAN,AC738,DOM,YIA-DPS-YIA,YIA-DPS
PKGNG,JAN,AC738,DOM,YIA-DPS-YIA,DPS-YIA
PKGFD,JAN,AC738,DOM,YIA-DPS-YIA,DPS-YIA
PKGMD,JAN,AC738,DOM,YIA-DPS-YIA,DPS-YIA
PKGMI,JAN,AC738,DOM,YIA-DPS-YIA,DPS-YIA
PKGFV,JAN,AC738,DOM,YIA-DPS-YIA,DPS-YIA
PKGFQ,JAN,AC738,DOM,YIA-DPS-YIA,DPS-YIA
PKGFI,JAN,AC738,DOM,YIA-DPS-YIA,DPS-YIA
PKGFW,JAN,AC738,DOM,YIA-DPS-YIA,DPS-YIA
PKGMA,JAN,AC738,DOM,YIA-DPS-YIA,DPS-YIA
PKGMV,JAN,AC738,DOM,YIA-DPS-YIA,DPS-YIA
PKGFF,JAN,AC738,DOM,YIA-DPS-YIA,DPS-YIA
PKGNA,JAN,AC738,DOM,YIA-DPS-YIA,DPS-YIA
PKGMX,JAN,AC738,DOM,CGK-MLG-CGK,CGK-MLG
PKGMM,JAN,AC738,DOM,CGK-MLG-CGK,CGK-MLG
PKGFF,JAN,AC738,DOM,CGK-MLG-CGK,CGK-MLG
PKGMI,JAN,AC738,DOM,CGK-MLG-CGK,CGK-MLG
PKGNQ,JAN,AC738,DOM,CGK-MLG-CGK,CGK-MLG
PKGFP,JAN,AC738,DOM,CGK-MLG-CGK,CGK-MLG
PKGUC,JAN,AC738,DOM,CGK-MLG-CGK,CGK-MLG
PKGFV,JAN,AC738,DOM,CGK-MLG-CGK,CGK-MLG
PKGUD,JAN,AC73G,DOM,CGK-MLG-CGK,CGK-MLG
PKGFM,JAN,AC738,DOM,CGK-MLG-CGK,CGK-MLG
PKGUE,JAN,AC73G,DOM,CGK-MLG-CGK,CGK-MLG
PKGMX,JAN,AC738,DOM,CGK-MLG-CGK,MLG-CGK
PKGMM,JAN,AC738,DOM,CGK-MLG-CGK,MLG-CGK
PKGFF,JAN,AC738,DOM,CGK-MLG-CGK,MLG-CGK
PKGMI,JAN,AC738,DOM,CGK-MLG-CGK,MLG-CGK
PKGNQ,JAN,AC738,DOM,CGK-MLG-CGK,MLG-CGK
PKGFP,JAN,AC738,DOM,CGK-MLG-CGK,MLG-CGK
PKGUC,JAN,AC738,DOM,CGK-MLG-CGK,MLG-CGK
PKGFV,JAN,AC738,DOM,CGK-MLG-CGK,MLG-CGK
PKGUD,JAN,AC73G,DOM,CGK-MLG-CGK,MLG-CGK
PKGFM,JAN,AC738,DOM,CGK-MLG-CGK,MLG-CGK
PKGUE,JAN,AC73G,DOM,CGK-MLG-CGK,MLG-CGK
PKGMM,JAN,AC738,DOM,CGK-BKS-CGK,CGK-BKS
PKGUD,JAN,AC73G,DOM,CGK-BKS-CGK,CGK-BKS
PKGFP,JAN,AC738,DOM,CGK-BKS-CGK,CGK-BKS
PKGNC,JAN,AC738,DOM,CGK-BKS-CGK,CGK-BKS
PKGFD,JAN,AC738,DOM,CGK-BKS-CGK,CGK-BKS
PKGMP,JAN,AC738,DOM,CGK-BKS-CGK,CGK-BKS
PKGFX,JAN,AC738,DOM,CGK-BKS-CGK,CGK-BKS
PKGFS,JAN,AC738,DOM,CGK-BKS-CGK,CGK-BKS
PKGNE,JAN,AC738,DOM,CGK-BKS-CGK,CGK-BKS
PKGMD,JAN,AC738,DOM,CGK-BKS-CGK,CGK-BKS
PKGMX,JAN,AC738,DOM,CGK-BKS-CGK,CGK-BKS
PKGMV,JAN,AC738,DOM,CGK-BKS-CGK,CGK-BKS
PKGNR,JAN,AC738,DOM,CGK-BKS-CGK,CGK-BKS
PKGUE,JAN,AC73G,DOM,CGK-BKS-CGK,CGK-BKS
PKGMA,JAN,AC738,DOM,CGK-BKS-CGK,CGK-BKS
PKGNG,JAN,AC738,DOM,CGK-BKS-CGK,CGK-BKS
PKGFF,JAN,AC738,DOM,CGK-BKS-CGK,CGK-BKS
PKGFM,JAN,AC738,DOM,CGK-BKS-CGK,CGK-BKS
PKGMM,JAN,AC738,DOM,CGK-BKS-CGK,BKS-CGK
PKGUD,JAN,AC73G,DOM,CGK-BKS-CGK,BKS-CGK
PKGFP,JAN,AC738,DOM,CGK-BKS-CGK,BKS-CGK
PKGNC,JAN,AC738,DOM,CGK-BKS-CGK,BKS-CGK
PKGFD,JAN,AC738,DOM,CGK-BKS-CGK,BKS-CGK
PKGMP,JAN,AC738,DOM,CGK-BKS-CGK,BKS-CGK
PKGFX,JAN,AC738,DOM,CGK-BKS-CGK,BKS-CGK
PKGFS,JAN,AC738,DOM,CGK-BKS-CGK,BKS-CGK
PKGNE,JAN,AC738,DOM,CGK-BKS-CGK,BKS-CGK
PKGMD,JAN,AC738,DOM,CGK-BKS-CGK,BKS-CGK
PKGMX,JAN,AC738,DOM,CGK-BKS-CGK,BKS-CGK
PKGMV,JAN,AC738,DOM,CGK-BKS-CGK,BKS-CGK
PKGNR,JAN,AC738,DOM,CGK-BKS-CGK,BKS-CGK
PKGUE,JAN,AC73G,DOM,CGK-BKS-CGK,BKS-CGK
PKGMA,JAN,AC738,DOM,CGK-BKS-CGK,BKS-CGK
PKGNG,JAN,AC738,DOM,CGK-BKS-CGK,BKS-CGK
PKGFF,JAN,AC738,DOM,CGK-BKS-CGK,BKS-CGK
PKGFM,JAN,AC738,DOM,CGK-BKS-CGK,BKS-CGK
PKGNE,JAN,AC738,DOM,CGK-SUB-CGK,SUB-CGK
PKGFU,JAN,AC738,DOM,CGK-SUB-CGK,SUB-CGK
PKGFF,JAN,AC738,DOM,CGK-SUB-CGK,SUB-CGK
PKGMW,JAN,AC738,DOM,CGK-SUB-CGK,SUB-CGK
PKGNF,JAN,AC738,DOM,CGK-SUB-CGK,SUB-CGK
PKGUC,JAN,AC738,DOM,CGK-SUB-CGK,SUB-CGK
PKGNC,JAN,AC738,DOM,CGK-SUB-CGK,SUB-CGK
PKGMM,JAN,AC738,DOM,CGK-SUB-CGK,SUB-CGK
PKGNR,JAN,AC738,DOM,CGK-SUB-CGK,SUB-CGK
PKGFW,JAN,AC738,DOM,CGK-SUB-CGK,SUB-CGK
PKGFI,JAN,AC738,DOM,CGK-SUB-CGK,SUB-CGK
PKGMX,JAN,AC738,DOM,CGK-SUB-CGK,SUB-CGK
PKGFS,JAN,AC738,DOM,CGK-SUB-CGK,SUB-CGK
PKGNQ,JAN,AC738,DOM,CGK-SUB-CGK,SUB-CGK
PKGNA,JAN,AC738,DOM,CGK-SUB-CGK,SUB-CGK
PKGMY,JAN,AC738,DOM,CGK-SUB-CGK,SUB-CGK
PKGFJ,JAN,AC738,DOM,CGK-SUB-CGK,SUB-CGK
PKGNG,JAN,AC738,DOM,CGK-SUB-CGK,SUB-CGK
